date_stamp;anger_intensity;fear_intensity;sadness_intensity;joy_intensity;hospitalized_cum;hospitalized;death_cum;death;recovered_cum;recovered;cases_cum;cases
12/05/2020;0.441953693;0.435854208;0.416063371;0.303892188;481309;3513;292681;2377;372995504;4768128;15024761;213530
12/06/2020;0.445097388;0.433551207;0.417079209;0.305602227;483620;2311;294439;1758;377808035;4812531;15202130;177369
12/07/2020;0.442478465;0.431029631;0.411401555;0.304546567;487081;3461;296647;2208;382659166;4851131;15391846;189716
12/08/2020;0.44206046;0.43544746;0.412859191;0.305142617;491491;4410;299284;2637;387576593;4917427;15616038;224192
12/09/2020;0.439504478;0.431577977;0.41108803;0.307239882;496791;5300;302702;3418;392589284;5012691;15845518;229480
12/10/2020;0.439454413;0.438780607;0.414635885;0.3046221;501241;4450;305475;2773;397687485;5098201;16069897;224379
12/11/2020;0.437822248;0.435087027;0.412386836;0.306277976;506652;5411;308790;3315;402928630;5241145;16323747;253850
12/12/2020;0.436294878;0.433016211;0.409395097;0.309541064;510441;3789;311313;2523;408276203;5347573;16543330;219583
12/13/2020;0.439063839;0.431139476;0.414268863;0.310509343;512755;2314;313470;2157;413671123;5394920;16726880;183550
12/14/2020;0.438112182;0.435260622;0.411360229;0.30840699;516216;3461;315763;2293;419134814;5463691;16921787;194907
12/15/2020;0.429043218;0.434502976;0.406693842;0.314492623;520646;4430;318690;2927;424681570;5546756;17113252;191465
12/16/2020;0.432730949;0.431868695;0.407237835;0.311077274;525422;4776;322174;3484;430327488;5645918;17346420;233168
12/17/2020;0.435454848;0.433822308;0.409791882;0.309268986;530589;5167;325507;3333;436053705;5726217;17588564;242144
12/18/2020;0.436442718;0.436339278;0.411815255;0.308714945;535803;5214;328486;2979;441853560;5799855;17828467;239903
12/19/2020;0.439202249;0.436118356;0.412308895;0.309576168;539232;3429;331283;2797;447768645;5915085;18031528;203061
12/20/2020;0.448040224;0.440835076;0.419572421;0.300765067;541614;2382;333595;2312;453731444;5962799;18205882;174354
12/21/2020;0.440965644;0.432600718;0.412222968;0.307342728;544725;3111;336153;2558;459753679;6022235;18381655;175773
12/22/2020;0.439342631;0.427347661;0.410459553;0.308787159;549292;4567;339363;3210;465850468;6096789;18577840;196185
12/23/2020;0.441353772;0.425181108;0.411800396;0.306201835;554087;4795;342701;3338;472046605;6196137;18813416;235576
12/24/2020;0.436977752;0.428061398;0.41215636;0.31158024;558376;4289;345143;2442;478336220;6289615;19004841;191425
12/25/2020;0.436702485;0.426815616;0.416160687;0.318500586;560423;2047;347375;2232;484642683;6306463;19150460;145619
12/26/2020;0.434904448;0.427853536;0.415805924;0.31960844;562715;2292;350425;3050;491054936;6412253;19331079;180619
12/27/2020;0.448267068;0.441004742;0.42435006;0.299328163;565017;2302;352753;2328;497520752;6465816;19444753;113674
12/28/2020;0.446467332;0.436695147;0.420768068;0.300444534;568740;3723;355519;2766;504051369;6530617;19635324;190571
12/29/2020;0.437106998;0.43449146;0.413500018;0.307553421;574001;5261;359258;3739;510673671;6622302;19853487;218163
12/30/2020;0.439429015;0.438783954;0.417403708;0.302949853;579515;5514;363163;3905;517394963;6721292;20122124;268637
12/31/2020;0.438893024;0.435317884;0.416444609;0.309770293;583863;4348;366785;3622;524222210;6827247;20390673;268549
01/01/2021;0.434284693;0.426794402;0.412999798;0.322798872;588413;4550;369727;2942;531075172;6852962;20590029;199356
